"","mock1","mock2","mock3","hrcc1","hrcc2","hrcc3"
"AT4G36940",49,27,37,18,13,20
"AT4G36945",6,6,19,25,23,39
"AT4G36950",11,29,0,38,30,17
"AT4G36960",132,97,102,160,69,159
"AT4G36970",41,54,94,36,20,78
"AT4G36980",149,141,200,123,54,227
"AT4G37000",177,182,392,137,72,282
"AT4G37020",25,17,23,39,25,37
"AT4G37040",94,60,138,83,43,117
"AT4G37080",25,70,30,21,7,7
"AT4G37090",17,30,23,30,17,28
"AT4G37120",229,300,366,299,176,452
"AT4G37130",51,54,90,33,44,95
"AT4G37150",12,12,8,3,10,26
"AT4G37180",122,146,123,112,62,139
"AT4G37190",23,18,28,30,10,40
"AT4G37200",152,218,341,133,50,172
"AT4G37210",21,14,62,28,40,77
"AT4G37250",11,5,37,14,16,29
"AT4G37260",416,245,267,236,110,345
"AT4G37270",133,92,282,148,89,292
"AT4G37280",22,28,33,24,13,25
"AT4G37300",734,810,1699,440,258,1033
"AT4G37310",80,84,171,74,64,157
"AT4G37320",14,16,36,6,9,7
"AT4G37330",55,35,42,16,31,21
"AT4G37370",45,63,43,51,163,151
"AT4G37380",11,14,24,0,4,16
"AT4G37390",4,4,3,12,7,23
"AT4G37400",18,22,19,26,20,29
"AT4G37440",45,46,52,55,48,68
"AT4G37450",73,93,155,54,73,238
"AT4G37460",74,58,91,66,38,93
"AT4G37470",69,112,140,74,26,72
"AT4G37510",139,132,189,111,55,134
"AT4G37520",107,58,110,326,269,619
"AT4G37530",148,105,339,621,613,1116
"AT4G37540",21,41,28,51,35,70
"AT4G37550",14,10,20,15,6,28
"AT4G37560",22,46,38,23,28,47
"AT4G37580",10,79,12,15,17,14
"AT4G37590",17,55,8,21,25,10
"AT4G37610",86,24,62,64,90,79
"AT4G37630",0,81,9,28,32,15
"AT4G37640",61,31,124,138,109,313
"AT4G37650",14,41,19,22,17,20
"AT4G37660",7,9,23,23,7,35
"AT4G37670",7,6,12,14,12,31
"AT4G37680",28,35,46,47,32,58
"AT4G37740",1,53,19,17,41,10
"AT4G37760",105,78,174,71,70,176
"AT4G37770",18,18,7,29,34,37
"AT4G37790",80,75,105,172,93,237
"AT4G37800",55,36,112,10,3,19
"AT4G37820",258,260,271,231,92,313
"AT4G37830",151,129,377,113,85,384
"AT4G37870",83,60,171,151,83,289
"AT4G37880",37,30,69,86,43,72
"AT4G37900",0,16,13,33,29,64
"AT4G37910",117,125,329,209,134,705
"AT4G37920",40,32,83,19,16,48
"AT4G37925",123,143,157,39,50,61
"AT4G37930",1780,1567,3012,1307,638,1820
"AT4G37980",291,270,536,452,148,622
"AT4G37990",724,500,675,1158,664,1873
"AT4G38000",11,12,11,13,23,16
"AT4G38020",11,22,29,5,7,9
"AT4G38040",20,23,120,31,33,126
"AT4G38060",10,14,11,23,26,13
"AT4G38090",47,43,32,25,21,33
"AT4G38100",26,40,84,23,38,88
"AT4G38120",20,19,57,13,26,59
"AT4G38130",290,351,414,250,125,574
"AT4G38150",11,21,17,4,17,25
"AT4G38160",17,32,64,25,8,30
"AT4G38200",33,24,84,38,64,194
"AT4G38220",118,91,210,82,33,195
"AT4G38225",83,95,558,109,53,501
"AT4G38240",53,43,32,54,9,46
"AT4G38250",192,223,304,250,104,453
"AT4G38260",30,26,70,72,23,100
"AT4G38270",27,33,37,40,13,47
"AT4G38280",24,21,41,19,19,31
"AT4G38320",1,2,32,4,7,21
"AT4G38350",53,53,75,50,48,63
"AT4G38360",178,130,225,201,90,265
"AT4G38370",14,25,33,9,0,15
"AT4G38410",13,25,7,2,7,5
"AT4G38420",40,8,59,9,12,59
"AT4G38430",86,87,150,71,27,77
"AT4G38440",10,19,48,25,15,73
"AT4G38460",244,235,669,199,117,555
"AT4G38470",157,131,127,131,112,197
"AT4G38480",35,6,14,48,26,23
"AT4G38490",16,9,18,23,4,11
"AT4G38495",10,4,20,5,3,28
"AT4G38500",53,44,65,55,28,92
"AT4G38510",96,121,310,128,73,314
"AT4G38520",81,107,90,78,69,87
"AT4G38540",26,31,18,77,17,33
"AT4G38550",1699,1060,1940,2257,1044,4268
"AT4G38560",21,7,15,33,33,54
"AT4G38570",30,30,30,13,7,28
"AT4G38580",161,194,80,105,53,69
"AT4G38600",201,202,468,273,134,584
"AT4G38620",42,72,56,65,58,45
"AT4G38630",221,120,567,270,126,990
"AT4G38640",104,60,110,127,80,149
"AT4G38670",13,11,17,7,16,17
"AT4G38680",366,382,505,327,81,510
"AT4G38690",28,21,19,10,1,10
"AT4G38710",445,622,528,622,234,839
"AT4G38730",34,11,19,11,6,11
"AT4G38740",163,113,225,178,97,219
"AT4G38750",16,20,38,40,35,77
"AT4G38770",3529,4939,18250,2195,1054,4512
"AT4G38790",31,25,48,31,31,60
"AT4G38800",116,87,91,139,64,121
"AT4G38810",197,337,209,194,123,261
"AT4G38840",43,48,56,9,2,10
"AT4G38860",47,90,36,18,29,4
"AT4G38890",20,15,68,21,24,54
"AT4G38900",56,39,68,39,34,71
"AT4G38910",17,5,22,1,7,8
"AT4G38920",149,170,138,139,85,152
"AT4G38930",31,40,74,44,49,93
"AT4G38940",13,12,43,36,37,46
"AT4G38950",18,23,21,15,3,17
"AT4G38970",2618,2394,7248,1422,863,4644
"AT4G39030",41,12,65,66,15,76
"AT4G39040",228,239,739,123,79,370
"AT4G39050",58,57,68,78,49,113
"AT4G39070",6,8,12,16,9,20
"AT4G39080",341,262,703,441,261,712
"AT4G39090",1791,1128,1543,1391,737,2014
"AT4G39100",84,77,110,90,34,121
"AT4G39120",13,2,51,7,7,34
"AT4G39140",40,47,107,64,57,132
"AT4G39150",55,92,77,61,52,70
"AT4G39160",64,39,40,31,19,55
"AT4G39170",59,52,103,54,41,102
"AT4G39180",17,29,17,15,17,29
"AT4G39190",5,16,21,8,37,15
"AT4G39200",162,205,581,199,126,675
"AT4G39210",18,38,72,28,21,42
"AT4G39220",68,60,135,64,56,164
"AT4G39230",24,9,89,101,62,318
"AT4G39240",43,26,83,68,21,97
"AT4G39260",871,1266,4969,1329,585,6487
"AT4G39270",43,36,109,86,60,285
"AT4G39280",73,69,122,90,38,175
"AT4G39300",50,57,387,77,125,454
"AT4G39330",179,257,206,99,46,60
"AT4G39350",94,205,136,122,102,108
"AT4G39390",9,13,45,22,30,71
"AT4G39400",106,121,140,110,72,124
"AT4G39410",12,18,30,10,23,26
"AT4G39420",0,22,2,14,28,3
"AT4G39450",35,54,85,67,47,93
"AT4G39460",46,25,49,11,13,31
"AT4G39520",88,90,195,122,62,195
"AT4G39540",84,72,84,91,41,109
"AT4G39560",8,11,31,7,4,28
"AT4G39620",26,13,33,26,22,15
"AT4G39640",76,37,37,145,81,183
"AT4G39660",59,60,86,45,23,117
"AT4G39670",65,110,20,184,173,136
"AT4G39680",122,182,619,152,102,616
"AT4G39690",49,40,106,77,45,154
"AT4G39710",161,175,318,121,77,114
"AT4G39730",237,315,775,286,129,684
"AT4G39740",7,1,31,4,19,30
"AT4G39780",29,53,68,65,60,140
"AT4G39800",71,61,102,37,26,36
"AT4G39820",20,28,58,39,12,80
"AT4G39830",33,8,52,57,47,290
"AT4G39840",160,143,273,169,157,304
"AT4G39850",89,97,93,149,92,167
"AT4G39860",9,25,22,13,8,17
"AT4G39870",70,33,50,72,36,55
"AT4G39880",30,49,19,45,42,56
"AT4G39890",32,18,29,35,27,66
"AT4G39900",41,36,21,33,20,19
"AT4G39910",40,16,49,43,28,45
"AT4G39920",2,6,24,14,4,33
"AT4G39940",110,91,643,353,192,1084
"AT4G39950",87,78,390,368,153,690
"AT4G39955",4,29,25,41,20,44
"AT4G39960",209,364,304,219,95,277
"AT4G39970",157,79,126,80,77,77
"AT4G39980",281,253,549,550,257,931
"AT4G39990",118,110,123,118,53,235
"AT4G40010",10,43,6,16,5,7
"AT4G40020",5,10,1,6,9,20
"AT4G40030",239,272,626,298,128,566
"AT4G40040",740,743,892,714,475,958
"AT4G40045",34,16,54,28,43,44
"AT4G40050",21,53,140,84,50,182
"AT4G40060",89,123,99,90,43,69
"AT4G40065",21,30,10,21,16,10
"AT4G40070",12,5,16,26,6,39
"AT5G01010",206,182,346,344,177,409
"AT5G01015",75,85,50,12,12,7
"AT5G01020",75,57,264,52,23,197
"AT5G01030",18,15,27,15,18,34
"AT5G01090",35,35,37,37,20,13
"AT5G01100",26,28,59,79,86,262
"AT5G01160",16,52,82,49,23,109
"AT5G01170",26,35,40,18,19,31
"AT5G01220",107,71,233,70,42,131
"AT5G01230",28,12,53,17,13,35
"AT5G01240",53,32,98,26,3,52
"AT5G01260",19,23,42,34,9,20
"AT5G01270",53,36,54,54,24,69
"AT5G01290",20,23,38,32,26,58
"AT5G01340",15,2,11,26,7,7
"AT5G01350",141,85,62,79,42,100
"AT5G01380",195,221,44,134,83,40
"AT5G01390",15,15,16,19,3,17
"AT5G01400",48,61,85,71,40,79
"AT5G01410",243,228,423,224,112,368
"AT5G01430",5,12,24,16,16,28
"AT5G01450",24,14,83,47,30,157
"AT5G01460",27,25,63,43,34,82
"AT5G01500",17,16,41,42,10,70
"AT5G01520",20,27,28,3,4,13
"AT5G01530",3411,2416,5541,2226,1064,4235
"AT5G01540",14,24,54,116,86,186
"AT5G01550",10,12,6,33,59,56
"AT5G01560",31,22,32,49,35,101
"AT5G01590",110,143,136,65,16,77
"AT5G01600",340,272,150,264,124,88
"AT5G01640",11,12,16,19,25,33
"AT5G01650",67,49,83,47,28,58
"AT5G01670",18,20,33,15,4,21
"AT5G01720",29,61,113,102,79,213
"AT5G01750",543,488,330,743,323,641
"AT5G01770",1,14,27,5,23,31
"AT5G01780",8,24,43,20,8,44
"AT5G01790",18,52,90,22,13,31
"AT5G01800",129,95,394,196,83,561
"AT5G01810",80,103,123,94,37,191
"AT5G01820",101,81,131,91,54,125
"AT5G01830",31,32,63,80,68,132
"AT5G01840",6,10,46,4,6,45
"AT5G01850",47,27,180,137,92,320
"AT5G01890",9,39,94,25,15,70
"AT5G01900",93,40,243,135,90,355
"AT5G01920",131,129,255,128,58,188
"AT5G01950",47,36,122,89,46,188
"AT5G01960",83,58,127,77,43,166
"AT5G01970",21,49,24,19,58,16
"AT5G01980",60,28,64,46,29,65
"AT5G01990",28,54,102,34,40,80
"AT5G02010",15,8,25,16,10,18
"AT5G02020",42,67,9,46,60,40
"AT5G02030",26,59,86,13,36,84
"AT5G02040",27,59,51,35,90,78
"AT5G02050",16,11,44,39,17,64
"AT5G02100",11,46,42,71,40,91
"AT5G02120",144,104,116,71,32,125
"AT5G02130",11,19,27,11,10,32
"AT5G02150",13,7,30,22,18,18
"AT5G02160",1660,1197,1568,1001,548,729
"AT5G02180",38,29,77,28,10,51
"AT5G02230",36,32,38,5,14,11
"AT5G02240",389,253,378,288,194,303
"AT5G02250",29,19,74,27,16,47
"AT5G02260",46,210,41,65,76,93
"AT5G02270",32,27,75,96,42,114
"AT5G02280",11,37,17,14,9,24
"AT5G02290",55,58,81,56,46,87
"AT5G02310",50,62,113,76,54,163
"AT5G02380",647,655,987,753,313,1501
"AT5G02410",23,9,75,34,14,59
"AT5G02420",0,68,7,20,48,2
"AT5G02450",294,283,403,409,230,607
"AT5G02460",1,6,10,33,13,20
"AT5G02470",5,11,13,17,7,32
"AT5G02480",62,126,146,126,69,120
"AT5G02490",269,122,299,431,188,677
"AT5G02500",2150,2045,6997,3858,1600,10865
"AT5G02502",40,36,13,74,32,19
"AT5G02530",107,150,125,124,61,178
"AT5G02560",50,44,34,59,8,28
"AT5G02590",50,58,172,94,56,193
"AT5G02600",87,69,69,55,104,86
"AT5G02610",54,76,87,75,47,115
"AT5G02620",60,59,151,86,33,139
"AT5G02630",21,11,21,11,25,15
"AT5G02650",9,10,7,16,9,9
"AT5G02710",29,25,60,17,12,35
"AT5G02740",12,18,115,21,17,78
"AT5G02750",8,15,20,22,19,16
"AT5G02770",64,53,115,91,44,119
"AT5G02790",341,308,674,285,165,444
"AT5G02800",36,44,72,52,21,89
"AT5G02810",176,172,220,151,50,235
"AT5G02820",11,6,38,19,9,73
"AT5G02830",45,38,101,40,21,46
"AT5G02840",83,52,121,62,66,96
"AT5G02850",63,40,144,93,68,188
"AT5G02860",19,45,87,22,19,57
"AT5G02870",170,205,353,205,131,508
"AT5G02880",49,82,82,44,27,81
"AT5G02890",32,55,42,15,7,15
"AT5G02910",10,1,17,4,6,20
"AT5G02940",464,400,450,481,186,391
"AT5G02960",201,246,567,289,206,490
"AT5G02970",22,29,37,41,7,60
"AT5G03030",131,247,54,263,223,164
"AT5G03040",164,160,376,221,164,485
"AT5G03050",24,36,35,4,19,10
"AT5G03070",23,28,45,18,20,53
"AT5G03080",78,87,64,70,34,86
"AT5G03120",51,16,156,10,7,30
"AT5G03160",111,100,254,334,147,488
"AT5G03170",5,12,28,16,8,21
"AT5G03190",14,76,53,34,37,29
"AT5G03200",53,67,61,49,29,87
"AT5G03210",32,37,42,93,165,77
"AT5G03220",35,22,74,46,33,73
"AT5G03230",40,75,48,53,73,64
"AT5G03240",652,447,1538,655,361,1243
"AT5G03260",11,10,20,19,8,26
"AT5G03280",88,50,101,127,42,131
"AT5G03290",91,117,171,174,97,246
"AT5G03300",128,128,189,124,93,251
"AT5G03320",53,28,50,55,43,86
"AT5G03330",12,17,11,25,19,24
"AT5G03340",34,47,37,64,24,88
"AT5G03345",24,26,100,48,37,137
"AT5G03350",865,535,3512,751,697,4089
"AT5G03370",74,66,60,51,38,44
"AT5G03380",132,170,132,236,195,245
"AT5G03415",11,19,41,26,16,39
"AT5G03420",30,37,54,58,16,47
"AT5G03430",49,54,95,68,70,80
"AT5G03450",7,14,40,26,21,54
"AT5G03455",38,53,25,53,26,19
"AT5G03460",147,121,165,201,110,223
"AT5G03470",27,16,36,26,26,23
"AT5G03490",50,48,76,70,28,83
"AT5G03495",1,13,6,20,15,17
"AT5G03500",17,34,17,14,22,20
"AT5G03520",56,43,69,35,26,38
"AT5G03540",136,117,124,158,76,171
"AT5G03555",23,20,27,5,5,19
"AT5G03560",30,10,14,21,12,19
"AT5G03610",91,35,127,266,217,309
"AT5G03630",194,179,287,555,217,1083
"AT5G03650",65,121,194,52,28,110
"AT5G03660",193,311,265,271,137,233
"AT5G03690",9,12,14,20,5,19
"AT5G03700",46,88,23,177,61,159
"AT5G03720",12,20,38,20,14,21
"AT5G03730",123,91,179,237,112,341
"AT5G03740",53,68,193,72,41,231
"AT5G03760",64,125,56,25,38,34
"AT5G03850",66,85,96,91,54,117
"AT5G03880",147,169,199,138,76,163
"AT5G03900",75,106,86,70,56,68
"AT5G03905",15,19,12,26,9,9
"AT5G03910",88,66,241,125,94,175
"AT5G03940",192,229,200,93,50,83
"AT5G03990",81,58,37,86,24,52
"AT5G04020",85,81,79,175,55,187
"AT5G04040",110,111,149,153,107,245
"AT5G04050",11,26,9,1,12,7
"AT5G04060",6,24,22,15,10,23
"AT5G04080",29,28,70,29,15,48
"AT5G04090",33,33,78,37,38,50
"AT5G04110",11,16,22,11,8,11
"AT5G04130",27,80,103,42,71,79
"AT5G04140",662,598,830,482,227,475
"AT5G04160",19,41,79,50,23,100
"AT5G04170",222,121,305,365,174,718
"AT5G04220",34,49,47,38,37,42
"AT5G04230",12,12,43,8,9,49
"AT5G04235",13,12,29,8,11,20
"AT5G04240",25,3,26,33,9,38
"AT5G04250",33,18,24,19,27,28
"AT5G04260",53,41,52,43,23,52
"AT5G04280",74,76,104,83,31,168
"AT5G04290",264,292,292,309,120,408
"AT5G04310",11,15,14,15,19,52
"AT5G04320",0,14,15,15,8,13
"AT5G04340",91,52,79,131,134,217
"AT5G04360",53,73,106,35,44,74
"AT5G04410",80,89,115,134,58,161
"AT5G04420",24,22,59,44,32,73
"AT5G04430",174,157,340,157,76,322
"AT5G04440",113,116,484,121,111,280
"AT5G04460",77,51,76,104,42,102
"AT5G04470",22,36,24,25,18,36
"AT5G04480",35,39,31,38,36,59
"AT5G04490",106,132,84,69,27,80
"AT5G04510",45,57,97,56,36,73
"AT5G04520",8,10,12,14,3,22
"AT5G04540",32,30,67,36,39,155
"AT5G04550",43,85,223,103,63,230
"AT5G04560",59,93,153,134,113,225
"AT5G04590",270,269,643,450,144,639
"AT5G04600",64,56,107,62,40,178
"AT5G04670",26,16,21,16,6,18
"AT5G04710",126,89,314,151,118,266
"AT5G04720",115,67,230,172,74,264
"AT5G04740",96,84,108,151,56,137
"AT5G04750",281,317,220,339,136,276
"AT5G04760",123,142,48,96,66,81
"AT5G04800",75,101,330,113,55,636
"AT5G04810",202,239,482,131,99,296
"AT5G04830",151,163,108,210,132,155
"AT5G04850",89,77,79,78,21,70
"AT5G04860",4,9,13,68,49,76
"AT5G04870",72,55,68,111,40,133
"AT5G04885",44,16,48,1,10,42
"AT5G04890",46,63,18,46,15,23
"AT5G04895",8,2,4,13,13,32
"AT5G04900",12,8,38,13,15,27
"AT5G04910",9,13,17,13,12,20
"AT5G04920",93,76,128,141,77,192
"AT5G04930",124,90,315,316,131,506
"AT5G04940",12,7,31,12,10,47
"AT5G04950",10,13,43,6,8,52
"AT5G04990",26,39,62,57,33,80
"AT5G05000",23,27,32,25,14,48
"AT5G05010",133,104,190,172,105,238
"AT5G05060",27,24,93,38,24,97
"AT5G05080",53,39,163,78,34,168
"AT5G05090",55,85,175,59,82,127
"AT5G05100",85,92,141,136,65,262
"AT5G05110",53,62,114,115,41,84
"AT5G05140",64,37,46,92,81,129
"AT5G05160",5,17,15,25,7,25
"AT5G05170",310,292,680,438,215,756
"AT5G05190",20,14,24,83,68,175
"AT5G05200",255,181,568,203,100,439
"AT5G05210",143,190,116,181,61,146
"AT5G05220",13,22,3,15,8,13
"AT5G05230",47,42,228,94,77,260
"AT5G05250",203,288,221,109,57,280
"AT5G05310",18,9,19,9,5,39
"AT5G05320",11,5,22,30,8,35
"AT5G05340",11,28,53,55,71,434
"AT5G05360",44,47,34,35,40,50
"AT5G05365",9,7,24,11,18,34
"AT5G05370",36,35,49,44,31,73
"AT5G05410",60,55,37,70,51,80
"AT5G05440",30,30,31,88,62,106
"AT5G05450",48,62,67,53,55,96
"AT5G05460",43,25,38,38,15,56
"AT5G05470",35,36,42,21,9,47
"AT5G05480",10,11,41,8,14,42
"AT5G05520",46,36,99,58,31,105
"AT5G05540",17,46,18,46,14,17
"AT5G05550",16,16,20,15,7,21
"AT5G05570",27,28,43,33,24,65
"AT5G05580",85,104,274,76,65,161
"AT5G05590",15,19,30,31,12,48
"AT5G05600",1384,1318,2587,3847,3727,5359
"AT5G05610",68,75,126,61,40,125
"AT5G05620",15,14,17,6,3,18
"AT5G05660",29,29,58,53,16,114
"AT5G05670",25,14,45,26,15,63
"AT5G05680",19,5,18,15,9,33
"AT5G05690",471,448,632,207,99,294
"AT5G05700",28,73,56,72,44,91
"AT5G05730",121,95,358,689,254,1297
"AT5G05740",65,78,97,30,7,47
"AT5G05750",7,20,31,44,20,52
"AT5G05760",5,15,16,20,11,28
"AT5G05780",121,113,182,156,58,258
"AT5G05800",23,22,28,16,5,19
"AT5G05820",54,65,245,85,97,221
"AT5G05850",31,46,49,66,62,94
"AT5G05860",74,111,84,106,55,149
"AT5G05870",33,19,37,8,6,37
"AT5G05920",26,11,18,20,4,23
"AT5G05930",37,30,76,59,21,77
"AT5G05950",37,33,187,51,21,182
"AT5G05965",19,24,17,19,19,11
"AT5G05970",8,10,24,20,13,36
"AT5G05980",18,30,56,25,27,62
"AT5G05987",31,18,41,35,8,62
"AT5G06050",18,13,34,13,3,22
"AT5G06060",77,60,109,21,9,65
"AT5G06100",12,13,35,16,13,27
"AT5G06110",64,107,144,144,94,205
"AT5G06120",36,14,59,19,20,82
"AT5G06130",119,137,322,158,96,222
"AT5G06140",102,100,65,87,90,118
"AT5G06160",95,92,116,95,59,110
"AT5G06210",24,24,31,11,15,39
"AT5G06220",35,34,67,45,23,64
"AT5G06240",13,24,31,21,17,44
"AT5G06260",42,45,60,54,52,94
"AT5G06265",28,15,43,6,13,22
"AT5G06280",158,180,374,200,108,217
"AT5G06290",513,560,690,373,260,364
"AT5G06300",7,12,1,11,7,3
"AT5G06320",513,243,1525,689,428,4487
"AT5G06340",48,60,175,54,41,114
"AT5G06350",14,33,41,16,12,46
"AT5G06360",63,58,210,77,60,196
"AT5G06370",73,40,72,64,36,91
"AT5G06390",42,47,214,62,38,175
"AT5G06410",10,9,27,15,3,16
"AT5G06430",12,11,67,12,15,100
"AT5G06440",67,49,57,62,26,55
"AT5G06450",4,31,21,10,10,24
"AT5G06460",48,34,66,47,35,82
"AT5G06480",3,9,33,12,5,21
"AT5G06530",110,113,243,36,15,104
"AT5G06560",20,29,30,77,45,76
"AT5G06570",54,41,88,239,150,702
"AT5G06580",18,15,25,34,14,24
"AT5G06600",131,204,423,233,158,558
"AT5G06610",11,5,35,19,20,27
"AT5G06640",2,44,5,19,23,4
"AT5G06660",17,23,46,59,26,75
"AT5G06680",3,40,24,16,18,33
"AT5G06690",279,204,148,138,115,117
"AT5G06700",345,269,741,306,188,831
"AT5G06710",12,36,24,9,27,11
"AT5G06750",45,12,37,47,20,37
"AT5G06770",7,21,16,15,10,16
"AT5G06780",55,51,49,58,22,63
"AT5G06790",11,35,8,3,8,3
"AT5G06800",10,24,4,7,18,4
"AT5G06830",39,44,43,79,33,55
"AT5G06850",5,18,18,28,11,22
"AT5G06860",19,7,3,31,22,4
"AT5G06870",897,438,1637,2472,2467,2149
"AT5G06910",71,45,42,28,27,37
"AT5G06950",23,26,35,16,10,30
"AT5G06960",17,33,34,30,27,34
"AT5G06970",58,63,57,80,27,77
"AT5G06980",27,12,9,13,19,7
"AT5G07000",24,13,15,36,17,43
"AT5G07010",603,601,1737,1920,1070,2761
"AT5G07020",259,277,973,160,76,444
"AT5G07030",36,40,187,27,17,108
"AT5G07070",17,14,5,16,13,10
"AT5G07080",10,32,21,21,18,42
"AT5G07090",110,174,346,161,78,338
"AT5G07100",66,45,141,190,150,290
"AT5G07110",7,14,36,11,14,46
"AT5G07120",21,30,51,34,10,53
"AT5G07130",12,2,28,2,7,23
"AT5G07150",10,12,32,9,9,39
"AT5G07220",42,61,55,121,33,44
"AT5G07240",66,71,187,48,10,91
"AT5G07250",31,22,26,27,15,13
"AT5G07270",58,18,90,72,49,110
"AT5G07290",27,43,61,41,38,91
"AT5G07300",47,34,112,100,59,194
"AT5G07320",19,14,15,23,26,20
"AT5G07340",110,137,242,197,85,370
"AT5G07350",155,104,276,321,142,668
"AT5G07360",9,15,29,64,14,68
"AT5G07370",50,85,75,49,46,128
"AT5G07440",108,130,79,188,131,229
"AT5G07460",67,59,154,84,47,168
"AT5G07470",144,134,324,219,125,416
"AT5G07580",198,175,219,158,67,111
"AT5G07590",12,14,9,14,0,12
"AT5G07610",9,10,11,17,10,9
"AT5G07630",5,10,46,13,9,38
"AT5G07670",69,61,122,55,12,128
"AT5G07690",21,41,34,27,28,24
"AT5G07710",8,8,26,9,8,22
"AT5G07740",244,413,551,301,203,778
"AT5G07770",64,75,158,80,51,192
"AT5G07790",2,16,7,14,20,12
"AT5G07820",11,37,11,41,13,29
"AT5G07830",24,49,41,42,27,39
"AT5G07860",35,53,60,25,14,40
"AT5G07870",31,32,36,36,24,42
"AT5G07890",31,21,13,23,22,18
"AT5G07900",22,30,101,15,12,38
"AT5G07910",19,11,30,58,42,52
"AT5G07920",33,68,39,39,42,59
"AT5G07940",26,15,52,19,21,64
"AT5G07950",6,16,8,17,8,13
"AT5G07960",35,22,29,37,12,51
"AT5G07970",12,12,37,21,28,40
"AT5G07980",27,18,51,31,16,59
"AT5G08000",20,25,67,5,0,11
"AT5G08010",32,14,19,12,2,14
"AT5G08040",57,39,104,55,26,111
"AT5G08050",241,250,329,108,44,149
"AT5G08060",120,77,473,155,120,515
"AT5G08080",29,64,87,60,46,94
"AT5G08100",42,35,95,23,8,116
"AT5G08120",26,13,46,42,32,42
"AT5G08130",40,54,103,80,38,87
"AT5G08139",56,42,49,47,54,72
"AT5G08160",73,33,203,94,58,337
"AT5G08170",35,23,36,38,15,59
"AT5G08180",32,33,74,62,31,68
"AT5G08185",21,20,14,27,18,6
"AT5G08190",14,9,27,27,17,38
"AT5G08200",13,55,35,35,28,53
"AT5G08230",22,32,44,37,22,54
"AT5G08240",11,41,7,26,41,50
"AT5G08260",16,3,55,25,3,24
"AT5G08280",405,344,730,315,223,430
"AT5G08290",196,100,217,203,57,312
"AT5G08300",81,87,215,194,100,316
"AT5G08320",13,15,13,17,12,8
"AT5G08330",53,48,127,33,8,47
"AT5G08335",15,16,21,15,3,27
"AT5G08370",44,41,25,14,8,13
"AT5G08380",68,42,140,38,15,111
"AT5G08390",7,11,26,8,16,36
"AT5G08400",16,11,30,8,12,16
"AT5G08410",288,202,472,220,107,351
"AT5G08415",36,41,73,35,18,56
"AT5G08420",68,203,115,100,62,134
"AT5G08430",14,19,44,23,40,33
"AT5G08440",20,13,29,10,20,28
"AT5G08450",197,230,425,308,90,643
"AT5G08470",21,56,73,41,45,83
"AT5G08500",45,33,105,41,30,160
"AT5G08510",6,17,35,6,12,41
"AT5G08520",131,105,156,103,86,170
"AT5G08530",362,317,602,340,209,587
"AT5G08535",13,12,22,19,3,18
"AT5G08540",56,38,140,45,31,108
"AT5G08550",15,39,32,37,9,50
"AT5G08560",83,59,73,68,27,112
"AT5G08570",33,44,178,69,39,150
"AT5G08580",25,25,30,8,18,33
"AT5G08590",107,139,167,112,54,192
"AT5G08610",79,74,325,42,28,381
"AT5G08620",12,14,54,41,17,72
"AT5G08630",114,84,136,118,42,206
"AT5G08650",196,131,248,120,67,135
"AT5G08660",69,46,34,73,22,60
"AT5G08670",169,164,413,219,132,451
"AT5G08680",120,83,473,207,127,568
"AT5G08690",163,171,528,278,169,657
"AT5G08710",15,17,40,8,9,28
"AT5G08720",57,32,49,45,16,19
"AT5G08740",43,46,74,64,14,52
"AT5G08750",31,22,16,18,20,22
"AT5G08760",93,72,162,179,90,226
"AT5G08770",7,8,49,15,21,38
"AT5G08790",141,117,138,313,236,297
"AT5G09220",93,57,143,91,31,171
"AT5G09225",24,28,28,19,12,34
"AT5G09230",21,10,54,16,8,35
"AT5G09250",20,15,65,30,38,38
"AT5G09260",6,8,31,19,5,36
"AT5G09310",19,7,67,27,24,85
"AT5G09330",89,135,254,160,75,356
"AT5G09380",12,14,22,16,8,15
"AT5G09390",53,54,48,98,30,51
"AT5G09400",31,46,65,43,45,97
"AT5G09410",35,45,54,63,47,62
"AT5G09420",5,8,34,30,9,104
"AT5G09440",349,290,434,258,150,495
"AT5G09450",14,15,16,21,2,19
"AT5G09470",1,0,26,9,12,25
"AT5G09510",100,90,239,108,54,249
"AT5G09590",77,54,222,101,69,336
"AT5G09620",172,93,266,197,114,363
"AT5G09650",158,155,229,123,61,168
"AT5G09660",751,610,817,281,160,411
"AT5G09680",30,17,40,68,27,54
"AT5G09740",26,7,28,13,2,22
"AT5G09760",39,39,50,24,32,49
"AT5G09770",20,11,33,13,10,26
"AT5G09810",541,579,902,595,352,993
"AT5G09820",21,29,20,19,22,5
"AT5G09830",44,65,25,47,8,34
"AT5G09850",114,156,154,201,144,160
"AT5G09860",52,33,63,49,26,52
"AT5G09870",65,88,176,77,57,131
"AT5G09880",425,495,747,528,197,1061
"AT5G09890",61,52,72,126,53,103
"AT5G09900",141,111,372,191,110,654
"AT5G09920",48,49,40,42,44,28
"AT5G09960",26,52,108,44,21,60
"AT5G09995",19,13,48,39,13,28
"AT5G10010",86,125,128,126,83,193
"AT5G10020",35,31,46,15,18,51
"AT5G10030",30,22,51,61,47,79
"AT5G10050",26,17,10,18,16,12
"AT5G10060",62,126,105,59,46,79
"AT5G10070",26,40,51,37,24,45
"AT5G10110",3,15,19,15,12,18
"AT5G10150",25,22,31,8,5,19
